사라, 40, 198
사아, 67, 143
나하, 79, 185
파사, 61, 183
하라, 43, 178
사라, 97, 158
나타, 77, 193
파타, 98, 140
카파, 72, 154
차바, 73, 191
차카, 64, 147
마마, 83, 191
타하, 76, 140
차하, 92, 162
차다, 56, 150
다자, 62, 161
바가, 42, 173
라사, 72, 174
마카, 80, 144
다타, 97, 160
아라, 95, 186
아파, 80, 154
차라, 83, 153
다사, 90, 159
카하, 84, 167
카아, 90, 168
다카, 93, 147
마마, 55, 195
하사, 84, 167
사아, 52, 163
나차, 69, 175
사마, 80, 168
사타, 57, 192
나카, 78, 195
마다, 70, 189
타하, 47, 192
자라, 77, 172
마차, 99, 173
바바, 85, 155
가차, 68, 159
하나, 83, 152
차카, 66, 168
사타, 83, 167
라사, 49, 179
사파, 82, 146
가사, 67, 166
하자, 58, 178
하바, 77, 166
바타, 68, 151
다다, 74, 154
나가, 43, 178
차라, 97, 145
파카, 82, 169
아바, 76, 163
사바, 44, 194
사마, 66, 164
나라, 69, 164
마카, 71, 169
마마, 91, 190
라차, 89, 193
다하, 72, 183
바바, 55, 169
라라, 80, 165
라차, 88, 174
타자, 96, 151
가파, 44, 167
다사, 59, 155
사가, 74, 177
자카, 56, 148
나아, 55, 189
사파, 80, 179
자바, 71, 199
하마, 98, 184
바아, 54, 160
카라, 84, 193
바가, 60, 142
타하, 77, 196
하마, 45, 198
다파, 54, 158
나아, 66, 166
바사, 82, 166
가사, 86, 146
카타, 46, 191
아파, 52, 162
차파, 77, 188
타아, 46, 188
사바, 62, 165
가차, 92, 181
라라, 91, 143
사차, 98, 191
타사, 61, 146
라카, 60, 195
마아, 41, 191
바사, 84, 196
바아, 91, 175
가나, 75, 156
카파, 66, 195
사사, 48, 146
라다, 86, 156
자타, 61, 171
사마, 95, 169
차아, 64, 144
마자, 59, 170
다가, 58, 154
하타, 61, 159
나파, 50, 140
다사, 86, 174
차하, 79, 164
자사, 69, 180
나타, 85, 183
나마, 84, 159
나마, 46, 156
나라, 85, 180
다나, 82, 142
하다, 77, 145
가가, 53, 180
다라, 67, 186
자라, 83, 173
사가, 55, 165
차다, 69, 186
아자, 72, 166
자가, 64, 141
타파, 65, 141
차파, 42, 153
사사, 94, 197
바사, 81, 197
나아, 72, 181
다자, 90, 180
나라, 57, 179
카나, 88, 197
아하, 91, 174
차가, 63, 164
차아, 74, 190
타아, 84, 159
아아, 79, 143
하차, 85, 140
마카, 81, 190
타차, 59, 172
타자, 49, 199
마타, 54, 189
자아, 46, 177
하카, 61, 179
나하, 97, 177
타아, 74, 171
라아, 73, 144
바바, 54, 153
다아, 96, 157
다파, 66, 160
마하, 73, 196
사하, 71, 190
자다, 53, 163
자하, 53, 170
다하, 48, 159
다마, 88, 184
아파, 64, 152
자차, 97, 171
하하, 94, 145
나사, 78, 194
마파, 94, 175
파가, 71, 177
자마, 97, 153
파자, 66, 165
가차, 65, 140
아타, 44, 182
차나, 48, 169
하타, 78, 179
아파, 51, 192
차파, 53, 145
가자, 57, 142
바아, 91, 171
카나, 92, 182
마자, 66, 147
바가, 90, 147
가자, 70, 150
라아, 73, 147
타바, 88, 163
가차, 96, 195
사타, 95, 157
차파, 52, 177
하가, 89, 163
하하, 79, 148
타파, 51, 169
차다, 66, 172
카다, 51, 142
아파, 56, 173
사사, 40, 179
다가, 84, 147
나마, 67, 158
카하, 73, 162
타타, 88, 168
가나, 86, 150
바바, 52, 144
라마, 75, 165
자자, 81, 158
카라, 65, 186
파사, 62, 198
라파, 42, 195
자아, 57, 147
하카, 45, 170
라바, 59, 189
가다, 58, 184
자카, 78, 143
사마, 53, 198
타파, 51, 158
바카, 60, 170
파자, 73, 149
파하, 92, 145
마다, 46, 144
파카, 81, 170
자아, 41, 152
나라, 70, 199
아바, 96, 185
사카, 74, 189
나하, 72, 142
나차, 97, 177
아파, 96, 149
카바, 51, 193
바카, 43, 173
마다, 53, 162
다라, 81, 140
차하, 66, 172
아가, 91, 187
타바, 88, 184
자바, 70, 186
차자, 57, 158
라파, 61, 175
자자, 42, 154
차파, 60, 179
사마, 61, 172
자차, 71, 177
다라, 59, 195
하바, 86, 192
파가, 57, 191
바다, 76, 151
타사, 77, 194
바사, 64, 182
자마, 98, 184
아다, 82, 171
바바, 81, 199
나나, 46, 186
다카, 82, 161
사마, 50, 173
다바, 56, 146
바다, 53, 166
마사, 86, 199
타아, 56, 192
카아, 76, 163
다바, 52, 158
카카, 43, 193
타자, 42, 169
하차, 86, 142
타카, 75, 153
라나, 65, 176
다카, 92, 164
카카, 44, 153
하차, 74, 143
가다, 49, 145
나나, 55, 166
가바, 44, 143
바다, 70, 156
자파, 76, 177
차파, 83, 174
나하, 85, 190
바카, 51, 198
아나, 53, 193
자자, 86, 180
하카, 62, 194
사파, 77, 184
가사, 91, 173
아라, 70, 174
사나, 57, 151
사차, 52, 166
파타, 93, 159
라파, 95, 164
가사, 86, 197
하가, 77, 184
가카, 96, 185
바사, 45, 186
나다, 79, 153
타다, 78, 149
라라, 84, 156
바바, 99, 181
가카, 89, 191
파파, 83, 155
바자, 76, 148
아아, 74, 166
다차, 59, 179
파자, 68, 179
라차, 86, 142
차타, 70, 194
사파, 46, 153
마가, 99, 186
나마, 47, 196
하가, 84, 147
하타, 56, 158
파사, 58, 163
타하, 58, 169
자하, 48, 168
파파, 63, 156
나가, 52, 169
사카, 92, 163
다카, 98, 178
다차, 50, 192
나카, 63, 186
다하, 63, 156
파마, 52, 146
아하, 42, 169
하나, 52, 165
차바, 59, 178
카하, 84, 141
마자, 98, 198
자타, 52, 189
마가, 77, 172
파차, 89, 161
나아, 64, 189
마아, 55, 192
파하, 62, 175
아가, 46, 143
마아, 51, 191
차사, 41, 143
차카, 90, 196
다하, 61, 148
아가, 70, 170
아사, 46, 169
카자, 68, 191
아마, 90, 153
파사, 97, 190
하하, 84, 183
파가, 72, 161
다다, 92, 179
바사, 80, 160
나가, 96, 141
카라, 46, 178
나가, 52, 144
바타, 44, 187
사아, 56, 156
타자, 72, 180
가라, 83, 182
라다, 71, 157
카타, 73, 166
파파, 99, 169
바마, 42, 193
자자, 48, 153
마자, 89, 176
하바, 72, 188
차사, 63, 149
다파, 53, 163
바사, 96, 145
하다, 96, 197
바아, 83, 191
가다, 71, 151
가가, 91, 174
파바, 73, 147
마사, 43, 196
다타, 77, 149
사아, 80, 162
나하, 62, 179
타가, 83, 185
마타, 78, 158
다아, 82, 160
다바, 86, 174
라다, 97, 175
자가, 43, 150
파바, 95, 144
카사, 76, 141
나카, 78, 175
나바, 90, 184
사나, 60, 191
마자, 85, 180
가타, 66, 154
차나, 46, 168
카하, 68, 179
타라, 70, 176
나파, 57, 175
나가, 72, 186
가파, 80, 157
타아, 91, 159
카차, 82, 161
사가, 47, 159
자타, 99, 192
자하, 82, 154
나나, 50, 178
라가, 86, 194
자라, 63, 175
나마, 64, 152
나라, 53, 169
다바, 70, 170
아아, 45, 164
아차, 72, 168
아아, 91, 195
사타, 76, 160
가다, 42, 196
하사, 96, 150
바가, 60, 155
바하, 70, 180
바바, 48, 182
자자, 41, 146
파파, 84, 147
자바, 52, 176
사아, 57, 178
바사, 45, 174
하나, 75, 151
타바, 94, 177
타차, 87, 198
마자, 94, 176
라카, 55, 188
바나, 44, 163
자타, 72, 186
카가, 67, 174
카파, 95, 143
라파, 74, 141
차마, 95, 149
아타, 63, 175
가타, 46, 163
자파, 93, 149
아라, 81, 165
차타, 49, 178
타나, 78, 185
타타, 40, 197
타바, 94, 172
파라, 89, 144
나차, 73, 184
차가, 63, 157
하나, 86, 179
타마, 70, 148
타파, 68, 152
하하, 92, 192
나자, 88, 181
타자, 88, 149
아나, 44, 191
바차, 66, 196
마바, 59, 156
타카, 91, 148
아카, 91, 192
자파, 90, 173
아아, 46, 198
아다, 73, 149
자파, 85, 170
아나, 55, 142
하차, 95, 178
하마, 70, 188
파가, 54, 155
자나, 93, 174
카나, 59, 154
마아, 67, 172
다자, 62, 153
마마, 88, 178
라타, 66, 190
바나, 63, 153
나자, 69, 155
나다, 64, 185
아아, 88, 195
나나, 51, 197
자바, 75, 191
타파, 74, 192
차가, 92, 188
파바, 88, 195
라카, 94, 186
나사, 72, 154
다마, 85, 186
바자, 97, 187
가아, 88, 189
가타, 63, 148
아카, 85, 171
자가, 52, 190
가다, 83, 151
하아, 87, 147
타바, 68, 166
하라, 76, 172
마카, 99, 193
타가, 73, 149
라카, 99, 159
아라, 52, 162
사아, 59, 198
카다, 78, 176
라카, 58, 166
가가, 98, 167
나사, 98, 145
카자, 85, 172
바마, 60, 162
아사, 41, 170
가하, 80, 170
라아, 59, 195
나나, 58, 158
카나, 95, 182
다하, 73, 166
가파, 76, 171
바타, 65, 151
바카, 82, 188
마카, 48, 197
다하, 99, 174
가차, 93, 155
가가, 40, 167
자가, 74, 148
사카, 86, 154
라다, 74, 142
아바, 87, 167
사타, 88, 152
아하, 66, 162
다하, 85, 166
나바, 85, 180
카마, 72, 150
가차, 46, 185
하카, 43, 167
사차, 78, 159
자바, 71, 193
자다, 72, 154
사다, 87, 182
바파, 60, 189
사나, 73, 169
나다, 47, 140
아타, 71, 176
파하, 93, 191
바자, 56, 187
나아, 45, 161
가마, 50, 150
마나, 58, 157
나라, 47, 151
나가, 86, 167
파카, 89, 169
아타, 41, 153
라가, 48, 158
하차, 64, 160
자파, 86, 164
차차, 60, 143
사나, 89, 141
타가, 80, 176
아타, 40, 170
카자, 98, 166
자아, 96, 197
차가, 77, 153
마라, 64, 175
아하, 88, 155
타마, 82, 158
다가, 66, 193
나자, 85, 166
카아, 94, 158
타하, 99, 147
아라, 95, 143
차나, 94, 194
바라, 51, 187
바카, 46, 173
차다, 69, 194
사가, 67, 155
카아, 44, 155
카타, 97, 162
나아, 75, 161
아사, 62, 165
가파, 55, 168
아사, 45, 193
다라, 70, 187
라나, 43, 193
자다, 75, 168
바마, 64, 172
차다, 83, 151
자타, 61, 191
가타, 42, 194
나차, 72, 172
차마, 86, 144
라아, 54, 160
라다, 85, 185
바파, 60, 193
라차, 81, 171
파라, 41, 159
카나, 43, 189
바하, 94, 154
아가, 92, 174
아마, 84, 163
다카, 90, 172
나카, 49, 146
카카, 87, 140
나카, 72, 146
타마, 62, 190
바라, 92, 169
차하, 58, 156
자사, 77, 145
아마, 56, 141
라다, 85, 159
사아, 60, 168
파차, 93, 157
타바, 84, 193
마바, 69, 185
카타, 67, 195
가사, 46, 140
카파, 45, 192
바차, 93, 174
카아, 97, 181
가파, 62, 161
아카, 44, 161
카나, 69, 145
파파, 86, 176
차마, 71, 158
나아, 78, 154
파카, 69, 189
하하, 53, 149
자마, 76, 195
하카, 42, 148
라카, 49, 151
아라, 72, 150
라자, 94, 179
하다, 80, 167
나자, 86, 164
다자, 71, 197
라하, 75, 185
차타, 85, 151
파사, 57, 146
다바, 56, 180
나마, 85, 156
파가, 81, 185
라아, 42, 143
아카, 99, 194
타사, 61, 185
타파, 69, 196
파라, 78, 187
마바, 54, 149
타차, 44, 180
카타, 42, 193
라라, 64, 169
사카, 72, 145
사카, 74, 143
차마, 45, 192
파사, 97, 144
사마, 42, 143
라차, 97, 169
다하, 92, 146
자바, 55, 153
하나, 65, 142
자아, 73, 167
아마, 70, 140
차나, 96, 143
아하, 74, 171
자다, 42, 193
아자, 44, 152
사하, 62, 190
바라, 98, 165
하자, 86, 155
자카, 63, 141
타나, 81, 175
나바, 84, 160
아사, 42, 193
사카, 65, 194
카다, 41, 161
사타, 84, 150
카사, 65, 149
다사, 40, 152
사차, 49, 166
다파, 54, 146
가바, 99, 190
타카, 52, 173
파타, 40, 189
바타, 85, 197
가타, 57, 191
타라, 95, 145
마하, 91, 158
나바, 82, 144
나하, 76, 143
사차, 64, 188
나자, 86, 172
바사, 70, 185
라사, 72, 149
파나, 90, 199
다하, 64, 171
다카, 42, 142
파가, 42, 159
마가, 72, 161
나카, 91, 188
파차, 51, 191
마마, 92, 170
나라, 59, 148
가하, 79, 157
타자, 81, 153
하마, 63, 172
가차, 84, 161
가가, 65, 148
바타, 68, 154
사차, 90, 143
나다, 47, 150
가바, 66, 147
다나, 54, 187
다아, 93, 198
아파, 97, 192
카아, 59, 168
사하, 44, 196
아바, 48, 146
차사, 90, 178
타카, 92, 180
하나, 72, 149
카파, 65, 149
가아, 86, 157
파파, 51, 175
아자, 59, 171
하파, 46, 151
카가, 47, 149
차타, 98, 172
파마, 70, 195
타사, 84, 160
바라, 43, 190
다자, 59, 163
다라, 55, 188
사마, 80, 163
하가, 69, 141
카파, 82, 196
마바, 46, 180
파가, 60, 192
다바, 45, 198
바아, 43, 145
다다, 49, 174
아파, 47, 153
라가, 53, 166
아나, 49, 143
마파, 77, 141
카마, 99, 180
카라, 96, 156
하다, 92, 146
라하, 62, 155
타카, 89, 151
바하, 62, 165
아차, 68, 157
아사, 76, 183
카사, 55, 172
하사, 89, 199
바차, 63, 189
타다, 62, 173
가마, 78, 179
사사, 70, 188
파파, 49, 153
라다, 66, 177
차나, 43, 159
라카, 41, 155
사하, 85, 170
마타, 56, 190
카마, 79, 187
사아, 40, 162
나타, 54, 161
다아, 57, 174
타타, 54, 196
파바, 58, 184
마나, 83, 178
가타, 93, 157
타파, 58, 176
차사, 73, 143
하라, 73, 167
하차, 79, 192
카마, 55, 176
마다, 96, 140
마타, 77, 150
